customer_id,cluster_id,segment_name,provisional_label,silhouette_score,ground_truth_archetype,anomaly_flag
C00000,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.4276035341144841,hunter,1
C00001,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.2322262970819336,accidental_saver,1
C00002,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.408566284365832,hunter,1
C00003,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.02589203686185445,accidental_saver,1
C00004,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.013183631488562022,sure_thing,1
C00005,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.5049301502467439,hunter,1
C00006,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.3230501486210062,hunter,1
C00007,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.34503809788069056,hunter,1
C00008,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.33234975505513414,sure_thing,0
C00009,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.14962994348293948,accidental_saver,1
C00010,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.5929641431139516,sure_thing,0
C00011,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.3769918791385593,hunter,1
C00012,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.2504971467531595,accidental_saver,1
C00013,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.33080914216093626,hunter,1
C00014,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.09457382425963189,accidental_saver,0
C00015,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,-0.02503247868697582,sure_thing,1
C00016,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.40842118028755264,accidental_saver,1
C00017,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.08575851626621724,sure_thing,0
C00018,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.4303109171771298,hunter,1
C00019,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.3402294237460182,accidental_saver,1
C00020,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.3596045128970159,hunter,1
C00021,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.5543838043455983,sure_thing,0
C00022,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.34382137185524897,hunter,1
C00023,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.22432526790254195,hunter,1
C00024,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.4499421897293842,hunter,1
C00025,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,-0.0400233252021289,sure_thing,1
C00026,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.39643638240499757,accidental_saver,1
C00027,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.3602891393495502,sure_thing,0
C00028,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.24732393423186216,sure_thing,0
C00029,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.25011538445286324,accidental_saver,1
C00030,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.3378896390237278,hunter,1
C00031,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.5070030565302385,hunter,1
C00032,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.6083626387357579,sure_thing,0
C00033,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.589025240165127,sure_thing,0
C00034,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.4894502136799785,accidental_saver,1
C00035,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.5958475820185676,sure_thing,0
C00036,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.1905896436368207,sure_thing,0
C00037,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.3660431660381801,accidental_saver,1
C00038,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.08229482737001963,sure_thing,0
C00039,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.35512921534359637,accidental_saver,1
C00040,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.29160690374987536,accidental_saver,1
C00041,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.3292091389747608,hunter,1
C00042,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.2785634796681846,accidental_saver,1
C00043,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.22192948345008548,sure_thing,0
C00044,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.45050223937464,hunter,1
C00045,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.479050955236625,hunter,1
C00046,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.598303196150604,sure_thing,0
C00047,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.5662970310428161,sure_thing,0
C00048,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.4139913888641902,accidental_saver,1
C00049,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.5751523488128757,sure_thing,0
C00050,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.4454328289862826,sure_thing,0
C00051,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.4198710458127374,sure_thing,0
C00052,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.4885549279883891,hunter,1
C00053,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.44064110562012593,accidental_saver,1
C00054,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.40273871249443693,accidental_saver,1
C00055,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.4462993012628349,hunter,1
C00056,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.47679983244103796,accidental_saver,1
C00057,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.0462368164482329,accidental_saver,1
C00058,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.4066181981302701,sure_thing,0
C00059,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.618202296137681,sure_thing,0
C00060,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.26682472543558655,accidental_saver,1
C00061,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.16842615035594097,accidental_saver,1
C00062,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.46576081380238443,accidental_saver,1
C00063,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.49023975114904994,hunter,1
C00064,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.36173424324517023,accidental_saver,1
C00065,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.29677251971784085,accidental_saver,1
C00066,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.03604111002893784,accidental_saver,1
C00067,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.45288598553805387,sure_thing,0
C00068,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,-0.0789831918193102,sure_thing,1
C00069,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.006836801295709479,accidental_saver,1
C00070,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.199765689367868,sure_thing,1
C00071,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.1789338044647367,sure_thing,0
C00072,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.3232181665786649,hunter,1
C00073,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.5810447001376481,sure_thing,0
C00074,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.5937228372176901,sure_thing,0
C00075,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.040508150595122125,sure_thing,1
C00076,1,sure_thing,HIGH_SCRATCH_VELOCITY_AND_HIGH_TIME_TO_EXPIRY_AT_CONVERSION_AND_LOW_J_CURVE_STD,0.5942617568326212,sure_thing,0
C00077,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.12624851103602097,accidental_saver,1
C00078,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.26359278491867677,accidental_saver,1
C00079,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.45102226610073326,hunter,1
C00080,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.24119238968109702,accidental_saver,1
C00081,0,MIXED_LOW_SCRATCH_VELOCITY_AND_LOW_T,LOW_SCRATCH_VELOCITY_AND_LOW_TIME_TO_EXPIRY_AT_CONVERSION_AND_HIGH_J_CURVE_STD,0.1636831975153339,sure_thing,1
